Title,Company,Salary,Location,Job Requirements,Date Posted,Industry,Field,Experience,Education,Age,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Marital Status,Work Date,Work Type,Keyword
Technical Service Engineer,"Chint Viet Nam Holding Co.,ltd",Thương lượng,"Ho Chi Minh, Ho Chi Minh City, Vietnam, Sonatus Building-15 Le Thanh Ton, Ben Nghe Ward, Dis 1, Ho Chi Minh City, Vietnam","REQUIREMENTS:
• Diploma or Degree in Electrical/ Mechanical Engineering or related field
• At least 3 years of work experience in electrical products with hands on technical knowledge (e.g low-voltage electrical products)
• Effective communication skills and customer oriented
• Technical Skills:
o Possessing a strong foundation in electrical engineering principles, theories, and practices is crucial. You should have a deep understanding of electrical circuits, systems, and equipment.
o Proficiency in conducting preventive and corrective maintenance on electrical equipment. This involves routine inspections, testing, calibration, and ensuring optimal performance and safety.
• Competence in using various electrical testing and measuring instruments such as multimeters, clamp meters, insulation resistance testers and other related equipment. You should be knowledgeable in interpreting readings and analyzing data.
• Excellent English skills, proficient in application of OFFICE software and tools
• Familiar with local laws and regulations related to electrical product quality.",14/05/2025,Khoa Học & Kỹ Thuật > Kỹ Thuật Điện/Điện Tử,Điện/Điện tử,2,Cử nhân,Không hiển thị,1,08:30 - 17:30,Nhân viên,"Corrective Maintenance, Effective Communication, Electrical Engineering, Electrical Measurement, Predictive Maintenance",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Khoa Học & Kỹ Thuật, Kỹ Thuật Điện/Điện Tử, Điện/Điện tử, Corrective Maintenance, Effective Communication, Electrical Engineering, Electrical Measurement, Predictive Maintenance, Chint Viet Nam Holding Co.,ltd, Hồ Chí Minh"
Nhân Viên Quay Dựng (Video Editor),Công Ty TNHH Dược Phẩm Hoa Linh,15tr-20tr ₫/tháng,"SN 23 N03 KĐT mới Dịch Vọng, P. Dịch Vọng. Cầu Giấy, Hà Nội, 56 Trương Công Giai, Dịch Vọng, Cầu Giấy, Hà Nội","Yêu cầu khác:
- Ưu tiên tốt nghiệp chuyên ngành về quay dựng.
- Có tối thiểu 01 năm kinh nghiệm trở lên ở vị trí tương đương.
- Có khả năng edit video tốt.
- Am hiểu và sử dụng thành thạo các loại máy quay, máy ảnh thông dụng, có hiểu biết về ánh sáng, các thiết bị chụp ảnh đèn studio, gimbal, các thiết bị phụ trợ việc quay phim,…
- Có kiến thức về bố cục, setup buổi quay và có gu thẩm mỹ tốt.
- Thành thạo các phần mềm như Adobe Premier, Adobe After Effects và các công cụ AI hỗ trợ tốt trong việc thực hiện hậu kỳ.
- Có kỹ năng làm việc nhóm tốt, phối hợp tốt với các team khác trong công tác quay dựng phim, sản xuất và tạo dựng video có nội dung truyền tải sản phẩm tốt đến khách hàng, giới thiệu sản phẩm, thông điệp thương hiệu và chiến dịch quảng cáo hiệu quả và sáng tạo.
- Sản xuất và tạo dựng các video sáng tạo, thu hút khách hàng và phục vụ tốt cho nhu cầu quảng bá thương hiệu với nội dung và định dạng phù hợp trên các kênh truyền thông xã hội (facebook, Tiktok, Youtube ,…)
- Kỹ năng quản lý thời gian tốt, đảm bảo công việc hoàn thành đúng tiến độ.
- Nhạy bén trong việc nắm bắt các ý tưởng và xử lý công việc. Có ý thức trách nhiệm cao trong công việc, thái độ tích cực, cầu tiến.
- Ưu tiên tốt nghiệp chuyên ngành thiết kế đồ họa/mỹ thuật.
- Ứng viên vui lòng gửi CV kèm portfolio sản phẩm đã làm.

***CHẾ ĐỘ ĐÃI NGỘ VÀ MÔI TRƯỜNG LÀM VIỆC:
- Luơng: 15-20tr + thưởng
- Thời gian làm việc: + Từ T2 – sáng T7, sáng 8h -12h, chiều 13h - 16h45
- Làm việc trong một môi trường chuyên nghiệp, thường xuyên được đào tạo về kỹ năng và nghiệp vụ chuyên môn.
- Nhiều cơ hội thăng tiến.
- Hưởng đầy đủ các chế độ theo Luật lao động: Nghỉ lễ, tết, phép năm, hiếu hỷ…
- Hưởng đầy đủ các chế độ BHXH - BHYT
- Tham gia Team building thường niên.
- Ăn trưa tại Công ty (miễn phí).
- Chế độ phúc lợi vào các ngày lễ tết, du lịch hàng năm theo chế độ chung của công ty.
- Được đào tạo và tham gia các khóa đào tạo chuyên nghiệp về quản lý, nâng cao kiến thức và kĩ năng của bản thân./p/p/p",14/05/2025,Thiết Kế > Chỉnh Sửa Video,Dược phẩm,1,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"Quay Dựng Video, Sản Xuất Nội Dung, Quay Chụp Sản Phẩm, Sáng Tạo Ý Tưởng, Content",Tiếng Việt,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Thiết Kế, Chỉnh Sửa Video, Dược phẩm, Quay Dựng Video, Sản Xuất Nội Dung, Quay Chụp Sản Phẩm, Sáng Tạo Ý Tưởng, Content, Công Ty TNHH Dược Phẩm Hoa Linh, Hà Nội"
Trưởng Nhóm Phát Triển Truyền Thông,Navigos Search,Thương lượng,"District 1, HCMC, HCMC","• Có ít nhất 5 năm kinh nghiệm trong lĩnh vực kinh doanh, phát triển thị trường, truyền thông, bất động sản,...
• Ít nhất 2 năm kinh nghiệm ở vị trí quản lý nhóm hoặc tương đương.
• Có mối quan hệ tốt với các chủ đầu tư bất động sản, đối tác thương mại là một lợi thế.
• Kỹ năng giao tiếp, đàm phán và quản lý đội nhóm tốt.
• Khả năng phân tích, lập kế hoạch chiến lược và giải quyết vấn đề nhanh chóng.
• Chịu được áp lực cao, tinh thần trách nhiệm và cam kết với mục tiêu công việc.",14/05/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Truyền thông/Báo chí/Quảng cáo,5,Cử nhân,Không hiển thị,Không hiển thị,9:00 - 18:00,Trưởng phòng,"Giao Tiếp, Phân Tích Da, Phát Triển Thị Trường, Quản Lý Đội Nhóm, Đàm Phán",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Truyền thông/Báo chí/Quảng cáo, Giao Tiếp, Phân Tích Da, Phát Triển Thị Trường, Quản Lý Đội Nhóm, Đàm Phán, Navigos Search, Hồ Chí Minh"
Phó Giám Đốc Kinh Doanh,Navigos Search,Thương lượng,"District 1, HCMC, HCMC","• Tốt nghiệp Đại học trở lên. Nam/nữ, tuổi từ 32 trở lên, có ít nhất 5 năm kinh nghiệm quản lý đội ngũ kinh doanh ( tối thiểu 7 người);
• Có hoài bão sự nghiệp và kỹ năng lãnh đạo;
• Có khả năng phân tích thị trường, kỹ năng quảng bá, tiếp thị tốt;
• Kỹ năng giao tiếp và kỹ năng điều phối công việc tốt, có khả năng phân tích và giải quyết vấn đề;
• Có nhiệt huyết với công việc, chăm chỉ nỗ lực, có khả năng chịu áp lực cao. Ưu tiên những ứng viên có sẵn nguồn khách hàng quảng cáo.",14/05/2025,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Truyền thông/Báo chí/Quảng cáo,5,Cử nhân,Không hiển thị,Không hiển thị,9:00 - 18:00,Trưởng phòng,"Giao Tiếp, Kỹ Năng Quảng Bá, Lãnh Đạo, Phân Tích Thị Trường, Quản Trị Đội Ngũ",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Truyền thông/Báo chí/Quảng cáo, Giao Tiếp, Kỹ Năng Quảng Bá, Lãnh Đạo, Phân Tích Thị Trường, Quản Trị Đội Ngũ, Navigos Search, Hồ Chí Minh"
Brand Manager,Orzaks Ilac Ve Kimya San. Tic. A. S.,"$ 1,500-2,000 /tháng",Vietnam,"Required Industry Experience:
Sales experience in the pharmaceutical, OTC, food supplements, dermocosmetics, and medical devices sectors.

Target Markets:
Vietnam and neighboring countries

About the Position:
We are seeking candidates for Brand Manager and/or Marketing Manager positions.

Required Skills and Qualifications:
• At least a bachelor’s degree in a relevant field
• Minimum of 4 years of experience in at least one of the following sectors: pharmaceuticals, OTC, food supplements, dermocosmetics, or medical devices
• Excellent verbal and written communication skills in English
• Strong communication skills and the ability to maintain good relationships with both internal and external stakeholders
• Proficiency in MS Office programs",14/05/2025,"Tiếp Thị, Quảng Cáo/Truyền Thông > Tiếp Thị",Dịch vụ Y tế/Chăm sóc sức khỏe,Không yêu cầu,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"Commumication, Marketing, Branding, Brand Management",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Dịch vụ Y tế/Chăm sóc sức khỏe, Commumication, Marketing, Branding, Brand Management, Orzaks Ilac Ve Kimya San. Tic. A. S., Hà Nội"
Kỹ Thuật Viên Âm Thanh Ánh Sáng (Avl),Tập Đoàn Sun Group,Thương lượng,"Ha Noi, Vietnam, Tầng 9, Tòa nhà Sun City, 13 Hai Bà Trưng, Hoàn Kiếm, Hà Nội, Việt Nam","Cần thiết:
• Kinh nghiệm đã được chứng minh trong việc vận hành âm thanh và ánh sáng, bao gồm các công việc theo dõi ánh sáng, các buổi biểu diễn ngoài trời, hoặc công việc kỹ thuật phía sau sân khấu.
• Tinh thần chú ý đến chi tiết, khả năng theo dõi tín hiệu và thực hiện đúng giờ.
• Khả năng làm việc trong môi trường ngoài trời đầy năng lượng, với ánh sáng chói và âm thanh to lớn.
• Sức bền thể chất để đứng lâu, di chuyển thiết bị nặng và làm việc ngoài trời trong nhiều điều kiện thời tiết khác nhau.
• Kỹ năng làm việc nhóm mạnh mẽ, kỹ năng giao tiếp tốt và khả năng thích ứng với các thay đổi nhanh chóng trong chương trình.
Ưu tiên:
• Kinh nghiệm làm việc với các chương trình tại công viên giải trí hoặc các sự kiện ngoài trời tương tự.
• Quen thuộc với các hệ thống AVL (âm thanh, hình ảnh, ánh sáng) tiên tiến.
• Kiến thức về các quy trình an toàn trong sản xuất kỹ thuật và biểu diễn trực tiếp, bao gồm các chương trình mạo hiểm.",14/05/2025,"Nghệ thuật, Truyền thông/In ấn/Xuất bản > Sản Xuất Chương Trình",Kỹ thuật xây dựng/Cơ sở hạ tầng,Không yêu cầu,Không giới hạn,Không hiển thị,Không hiển thị,09:00 - 18:00,Nhân viên,"âm thanh, Chiếu Sáng, Kỹ năng làm việc nhóm, Giao Tiếp, Chú ý đến chi tiết",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Nghệ thuật, Truyền thông/In ấn/Xuất bản, Sản Xuất Chương Trình, Kỹ thuật xây dựng/Cơ sở hạ tầng, âm thanh, Chiếu Sáng, Kỹ năng làm việc nhóm, Giao Tiếp, Chú ý đến chi tiết, Tập Đoàn Sun Group, Hà Nội"
Industrial Engineer (English-Chinese),Fushan Technology Vietnam,"$ 600-1,000 /tháng","Số 8, đường 6, KCN Vsip xã Phù Chẩn,Từ Sơn, Bắc Ninh, Hà Nội, Việt Nam, Hung Yen, Vietnam, No. 8, Street 6, VSIP Bac Ninh Services, Urban and Industrial Park, Phu Chan Commune, Tu Son Town, Bac Ninh Province.","Requirements
1.Educational background:
Requires a bachelor's degree of engineering
2. Experiences:
• Minimum of 2 years related industrial engineering experience.
• Good English or Chinese communication
• Drawing/ layout in 2D/3D AutoCad, Inventor is a plus
3. Skills:
• Ability to understand, apply and implement concepts and lean tools for improvement
• Quality mindset for continuous process improvement
• Ability to engage a cross-functional team toward a desired outcome.
• Math and analytical skills.
• Creativity and problem-solving.
• Good English or Chinese.

Benefits
- Salary: Attractive salary
- Bonus: 13th Month salary
- KPI bonus up to 2 months
- Yearly promotion and Internal hiring
- Bus: Pick up bus from Hanoi, Bac Ninh, Bac Giang, Hung Yen
- Annual leave: 13 days/ year
- Paid leave: 4 days/ year
- Training: Training program internal and external
- Online training system
- Healthcare: Insurance as law requirements
- Premium Healthcare Program for employees & their family
- Travel opportunities To China, India, USA
- Team Activities: Team building 2 times/ Year
- Working environment: Multinational company using English, Chinese for daily communication
- Trust and Respecting people.",14/05/2025,Sản Xuất > Quy Trình & Lắp Ráp,Sản xuất,2,Không giới hạn,Không hiển thị,Không hiển thị,,Nhân viên,"Industrial Engineering, English, AutoCAD, Assembly Process, Lean Tool",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Quy Trình & Lắp Ráp, Sản xuất, Industrial Engineering, English, AutoCAD, Assembly Process, Lean Tool, Fushan Technology Vietnam, Bắc Ninh, Hà Nội, Hưng Yên"
Phiên Dịch Tiếng Hàn,CÔNG TY TNHH VIETNAM SAFETY,Thương lượng,"Tầng 12, Tòa nhà Charmvit, 117 Trần Duy Hưng, Cầu Giấy, 117 Trần Duy Hưng, Charmvit Tower, Cầu Giấy, HN",Lĩnh vực: Kinh doanh thiết bị giáo dục PCCC & CNCH (Phòng cháy chữa cháy & Cứu nạn cứu hộ),14/05/2025,Hành Chính Văn Phòng > Biên Phiên Dịch,Khác,Không yêu cầu,Cử nhân,22-45,Không hiển thị,08:00 - 17:00,Nhân viên,"Korean Language, Korean Translation, Korean Translation, Korean Translation, Korean Translation, Korean Translation, Korean Translation",Tiếng Việt,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Hành Chính Văn Phòng, Biên Phiên Dịch, Khác, Korean Language, Korean Translation, Korean Translation, Korean Translation, Korean Translation, Korean Translation, Korean Translation, CÔNG TY TNHH VIETNAM SAFETY, Hà Nội"
"Sourcing Senior Officer, Talent Acquisition (Outsourcing)",United Overseas Bank (Vietnam) Limited (UOB),Thương lượng,"Central Plaza, 16th Floor, 17 Le Duan Street, The Central Plaza, 17 Le Duan, District 1, Ho Chi Minh City, Vietnam","Job Requirements
• Bachelor’s degree, preferably in related fields.
• At least 3 years of working experience in human resources and talent acquisition or recruitment service agency, preferably in banking/ financial service exposure, understanding of banking operations & practices.
• Effective communication skill with strong business acumen and consulting skills to achieve win-win solutions among stakeholders.
• Strong service mindset and high commitment to timeline and quality.
• Ability to work in a fast-paced, team-oriented environment and under pressure.
• A good & assertive communicator in English speaking & writing.
• The outsourcing labor contract will be signed-on with the UOB’s third party vendor.

Be a part of UOB Family
UOB is an equal opportunity employer. UOB does not discriminate on the basis of a candidate's age, race, gender, color, religion, physical or mental disability, or other non-merit factors. All employment decisions at UOB are based on business needs, job requirements and qualifications. If you require any assistance or accommodations to be made for the recruitment process, please inform us when you submit your online application.
Apply now and make a difference.",14/05/2025,Nhân Sự/Tuyển Dụng > Tuyển Dụng,Tài Chính,3,Cử nhân,15-60,Không hiển thị,08:30 - 17:30,Nhân viên,"Business Acumen, Communication Skills, Recruitment, Talent Acquisition, Teamwork",Bất kỳ,Không hiển thị,Bất kỳ,Không hiển thị,T2 - T6,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Tuyển Dụng, Tài Chính, Business Acumen, Communication Skills, Recruitment, Talent Acquisition, Teamwork, United Overseas Bank (Vietnam) Limited (UOB), Hồ Chí Minh"
"Kế Toán Thuế, Ngân Hàng",Công ty Cổ phần Thương mại và Sản xuất LTT,12tr-15tr ₫/tháng,"421 - 425 đường Hoàng Quốc Việt, phường Cổ Nhuế 1, quận Bắc Từ Liêm, TP Hà Nội, 425 Hoàng Quốc Việt – Cầu Giấy – Hà Nội","• Tốt nghiệp cao đẳng, đại học chuyên ngành tài chính – kế toán
• Có tối thiểu 02- 03 năm kinh nghiệm làm công tác kế toán
• Ưu tiên các ứng viên có kinh nghiệm làm tại các doanh nghiệp xuất nhập khẩu, nhà máy sản xuất.
• Tiếng Anh tốt là một lợi thế.

QUYỀN LỢI
• Được hưởng đầy đủ các chế độ theo quy định của pháp luật (BHYT, BHXH, BHTN) và các chế độ xã hội theo nội quy, quy định của công ty (thăm hỏi, nghỉ mát, lương thưởng, nghỉ lễ, tết,…)
• Được hưởng đầy đủ các chế độ thăm hỏi sức khỏe bản thân và gia đình đúng chính sách đãi ngộ của công ty.
• Làm việc trong môi trường thân thiện, năng động, có nhiều cơ hội thăng tiến và phát triển.
• Thu nhập 12 - 15 triệu/tháng và có thưởng KPI (sẽ trao đổi chi tiết khi phỏng vấn)",14/05/2025,Kế Toán/Kiểm Toán > Kế Toán Tài Chính,Sản xuất,2,Cử nhân,Không hiển thị,Không hiển thị,08:00 - 17:00,Nhân viên,"Kế Toán Thuế, Hạch Toán, Phần mềm kế toán Misa, Tin Học Văn Phòng, Giải Trình Ngân Hàng",Tiếng Việt,Không hiển thị,Không hiển thị,Không hiển thị,T2 - T6,Toàn thời gian,"Kế Toán/Kiểm Toán, Kế Toán Tài Chính, Sản xuất, Kế Toán Thuế, Hạch Toán, Phần mềm kế toán Misa, Tin Học Văn Phòng, Giải Trình Ngân Hàng, Công ty Cổ phần Thương mại và Sản xuất LTT, Hà Nội"
