Title,Company,Salary,Location,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max
"CS Performance Management Specialist - Operations, SPX Express",CÔNG TY TNHH SPX EXPRESS,Thương lượng,"15 Đường Lê Thánh Tôn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","- Bachelor degree or equivalent
- Proven experience in performance management, preferably within customer service or e-commerce field.
- Strong analytical skills with the ability to interpret complex data and generate actionable insights.",2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Thương mại điện tử,1.0,,,,Nhân viên,Customer Service,Bất kỳ,Không hiển thị,,,,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Thương Mại, Thương mại điện tử, Customer Service, CÔNG TY TNHH SPX EXPRESS, Hồ Chí Minh",Tiếp Thị Thương Mại,0,100
Marketing Manager,Spring Hill Education,Thương lượng,"11-15 Trần Ngọc Diện, P. Thảo Điền, Tp. Thủ Đức, TP. HCM, 11-11A-13 Trần Ngọc Diện, phường Thảo Điền, Tp Thủ Đức, Tp. HCM",,2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Giáo dục/Đào Tạo,1.0,,,,Trưởng phòng,"Digital Marketing, Event Management",Tiếng Anh,Không hiển thị,,,,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Giáo dục/Đào Tạo, Digital Marketing, Event Management, Spring Hill Education, Hồ Chí Minh",Tiếp Thị,0,100
International School Main Administrative,Spring Hill Education,$ 600-800 /tháng,"11-15 Trần Ngọc Diện, P. Thảo Điền, Tp. Thủ Đức, TP. HCM, 11-11A-13 Trần Ngọc Diện, phường Thảo Điền, Tp Thủ Đức, Tp. HCM","• A Bachelor’s degree.
• Relevant license and certification may be required.
• School administration experience may be required.
• Knowledge of and practical experience with the relevant software.
• Excellent leadership, organizational, management, and communication skills.
• Strong problem-solving and analytical skills, as well as the ability to remain professional.
• A willingness to deal with workloads and work overtime.
• At least 3 years of relevant experience in an office setting, preferably in an administrative or clerical role
• Excellent organizational skills, ability to prioritize, and comfortable working independently
• Exceptional oral and written communication skills, including strong spelling, grammar, and punctuation
• Must be committed to providing outstanding customer service and demonstrate strong interpersonal skills
• Strong attention to detail
• Proficient computer skills and ability to operate general office equipment",2025-05-15,Giáo Dục,Giáo dục/Đào Tạo,0.0,Không giới hạn,Không hiển thị,08:00 - 17:00,Nhân viên,"English, Office Operations",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Giáo Dục, Giảng Dạy/Đào Tạo, Giáo dục/Đào Tạo, English, Office Operations, Spring Hill Education, Hồ Chí Minh",Giảng Dạy/Đào Tạo,0,100
Giám Đốc Kinh Doanh & Khách Hàng Toàn Quốc,Navigos Search,"$ 50,000-120,000 /năm","Quận 1, Ho Chi Minh, Vietnam, HCMC","• Tốt nghiệp đại học trở lên, ưu tiên chuyên ngành Truyền thông, Quản trị, Marketing, Quảng cáo, Tài chính, Luật…
• Thành thạo ít nhất hai ngôn ngữ (Trung – Anh, Trung – Việt hoặc Việt – Anh), ưu tiên ứng viên thông thạo Trung – Việt hoặc Trung – Anh.
• Tuổi từ 35 – 45.
• Có ít nhất 8 năm kinh nghiệm quản lý cấp trung/cao tại các doanh nghiệp lớn, ưu tiên ứng viên từng phụ trách lĩnh vực liên quan.
• Có ít nhất 7 năm kinh nghiệm ở vị trí quản lý kinh doanh cao cấp.
• Kinh nghiệm quản lý đội ngũ kinh doanh lớn (>100 người)
• Ứng viên không mang quốc tịch Việt Nam cần có ít nhất 6 năm kinh nghiệm làm việc tại Việt Nam hoặc thị trường Đông Nam Á.
• Có tư duy chiến lược, khả năng lãnh đạo đội nhóm, giao tiếp đa văn hóa và kỹ năng thực thi xuất sắc.
• Khả năng định hướng thị trường và phân tích kinh doanh.
• Kỹ năng giao tiếp, lãnh đạo, và điều phối công việc tốt.",2025-05-15,Kinh Doanh,Truyền thông/Báo chí/Quảng cáo,8.0,Cử nhân,1,,Giám Đốc và Cấp Cao Hơn,"Giao Tiếp Đa Văn Hóa, Lãnh Đạo, Phân Tích Chiến Lược, Phân Tích Kinh Doanh, Quản Lý Kinh Doanh",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Truyền thông/Báo chí/Quảng cáo, Giao Tiếp Đa Văn Hóa, Lãnh Đạo, Phân Tích Chiến Lược, Phân Tích Kinh Doanh, Quản Lý Kinh Doanh, Navigos Search, Hồ Chí Minh",Bán Hàng/Phát Triển Kinh Doanh,35,45
Chuyên Viên Mua Hàng Tiếng Trung hoặc Tiếng Anh (Sourcing & Purchasing),Tập Đoàn Karofi Holding,"$ 600-1,000 /tháng","Hudland Tower, Hoàng Liệt, Hoàng Mai, Hà Nội, Việt Nam, Từ Hồ, Yên Mỹ, Hưng Yên, Việt Nam, Tầng 7 - Hudland Tower - Số 6 Nguyễn Hữu Thọ - Hoàng Liệt - Hoàng Mai - Hà Nội",,2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Sản xuất,1.0,Cao đẳng,1,,Nhân viên,"Purchase Management, Cung Ứng, Sourcing Management, Procurement, Supplier Sourcing",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Thu Mua & Quản Trị Hàng Tồn Kho, Sản xuất, Purchase Management, Cung Ứng, Sourcing Management, Procurement, Supplier Sourcing, Tập Đoàn Karofi Holding, Hà Nội, Hưng Yên",Thu Mua & Quản Trị Hàng Tồn Kho,0,100
"Senior Merchandiser/ Merchandiser - High-End Furniture, Large US Retailers",Flatworld Asia,"$ 2,000-5,500 /tháng","Ho Chi Minh City, Vietnam, Bình Dương, Vietnam, Nguyễn Văn Hưởng, Thao Dien, Ho Chi Minh City, Vietnam",Applicants should have:,2025-05-15,Dệt May/Da Giày,Nội thất/Gỗ,0.0,Không giới hạn,Không hiển thị,,Trưởng phòng,"Merchandising, Furniture, Chinese, Upholstery Manufacturing",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Dệt May/Da Giày, Quản Lý Đơn Hàng, Nội thất/Gỗ, Merchandising, Furniture, Chinese, Upholstery Manufacturing, Flatworld Asia, Hồ Chí Minh, Bình Dương",Quản Lý Đơn Hàng,0,100
IE Manager,Công Ty TNHH Công Nghệ Welco Việt Nam,Thương lượng,"Hải Dương, Việt Nam, Hà Nội, Vietnam, Hưng Yên, Việt Nam, Nhà xưởng A17 và Lô đất A19, khu công nghiệp kỹ thuật cao An Phát, Phường Việt Hòa, Thành phố Hải Dương, Tỉnh Hải Dương, Việt Nam","• Tốt nghiệp đại học trở lên chuyên ngành Cơ khí/ Điện Tử
• Trên 4 năm kinh nghiệm làm việc trong ngành điện tử PIE, ưu tiên ứng viên có kinh nghiệm sản xuất tinh gọn (Lean Manufacturing) trong lĩnh vực PCBA.
• Thái độ làm việc nghiêm túc, tích cực, có trách nhiệm và khả năng chịu áp lực tốt.
• Kỹ năng giao tiếp và phối hợp tốt, tinh thần làm việc nhóm cao.",2025-05-15,Sản Xuất,Sản xuất,4.0,,,,Trưởng phòng,"Lean Manufacturing, PCBA, Cải Tiến Quy Trình Sản Xuất, Giảm Thiểu Rủi Ro, SMT Process",Tiếng Anh,Không hiển thị,,,,"Sản Xuất, Phân Tích Sản Xuất, Sản xuất, Lean Manufacturing, PCBA, Cải Tiến Quy Trình Sản Xuất, Giảm Thiểu Rủi Ro, SMT Process, Công Ty TNHH Công Nghệ Welco Việt Nam, Hải Dương, Hà Nội, Hưng Yên",Phân Tích Sản Xuất,0,100
"Development, Industrialization Quality Production Leader For Woven Component Team",Decathlon Vietnam,Thương lượng,"Floor 5, Pax Sky, 26 Ung Van Khiem St., Ward 25, Binh Thanh District, Ho Chi Minh City, Vietnam, Pax Sky, Ung Văn Khiêm, Phường 25, Bình Thạnh, Ho Chi Minh City, Vietnam","Optimistic, dynamic, curious, and open-minded; adaptable to change and collaborative in team environments.
Agile, proactive, and always one step ahead.
Motivated by challenges and eager to overcome them.
Passionate about sports.
Over 5 years of experience as a Fabric Technologist and/or in woven fabric mills, with strong exposure to weaving, dyeing, and finishing processes.
Solid knowledge of raw materials: yarns, dyes, and chemicals.
Deep passion for textiles, with a strong curiosity for innovation and customer satisfaction.
Committed to balancing business goals with environmental responsibility.
Fluent in English and Vietnamese; French is a strong plus.

YOUR BENEFITS:
Career planning through your Personal Plan and Learning & Development Plan.
Monthly performance bonus.
18 annual leaves & flexible working hours
You participate in several training courses to develop your competence.
You go on business trips paid by the Company.
You join collective activities organized by the Company.
You receive a budget for individual sports practice.
You and your family are insured.",2025-05-15,Sản Xuất,Sản xuất,5.0,Cử nhân,1,09:00 - 18:00,Nhân viên,"Fabric Supplier Management, Woven Fabric, Supplier Management, Quality Inspection, Technical Know-How",Tiếng Anh,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Sản xuất, Fabric Supplier Management, Woven Fabric, Supplier Management, Quality Inspection, Technical Know-How, Decathlon Vietnam, Hồ Chí Minh",Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,30,50
Chuyên Viên Cao Cấp Tái Thẩm Định Khách Hàng Doanh Nghiệp Lớn - Khối Tín Dụng - CM,VPBank - Https://tuyendung.vpbank.com.vn/,Thương lượng,"Hồ Chí Minh, Việt Nam, quận Đống Đa, Hà Nội, Việt Nam, Khối Quản Trị Nguồn Nhân Lực - 89 Láng Hạ, Quận Đống Đa, Hà Nội","1. Trình độ Học vấn: Đại học Chuyên ngành kinh tế, Tài chính ngân hàng, kiểm toán hoặc các chuyên ngành liên quan khác
2. Các Kinh nghiệm Liên quan: Từ 5 năm làm việc trong lĩnh vực/ngành liên quan đến tài chính/ngân hàng/kiểm toán các doanh nghiệp lớn tại các công ty kiểm toán
3. Kiến thức/ Chuyên môn Có Liên Quan
• Chuyên ngành kinh tế, Tài chính ngân hàng, kiểm toán hoặc các chuyên ngành liên quan khác
• Có kiến thức tốt về các lĩnh vực kinh doanh ngân hàng, am hiểu sâu về dịch vụ tài chính ngân hàng, hoạt động kinh doanh ngoại thương, thanh toán quốc tế và các lĩnh vực quy phạm pháp luật liên quan
• Có kiến thức tốt về hệ thống văn bản pháp luật liên quan đến nghiệp vụ tín dụng, tài chính, ngoại thương;
4. Các Kỹ Năng
• Có khả năng phân tích đánh giá BCTC sâu có cấu trúc rất phức tạp, hiểu về nghiệp vụ hạch toán kế toán.
• Kỹ năng giao tiếp tốt cả giao tiếp trực tiếp và giao tiếp văn bản
• Kỹ năng tổng hợp và phân tích thông tin
• Kỹ năng sử dụng mô hình để dự tính/dự báo
5. Các năng lực khác
• Giải quyết vấn đề độc lập, chủ động
• Biết lắng nghe, phân tích các quan điểm đánh giá và nêu các quan điểm phù hợp, hài hòa.",2025-05-15,Ngân Hàng & Dịch Vụ Tài Chính,Tài Chính,5.0,Cử nhân,1,08:00 - 17:00,Nhân viên,"Báo Cáo Tài Chính, Kiểm Toán, Phân Tích Hồ Sơ Tín Dụng, Quản Trị Rủi Ro, Thẩm Định",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 7,Toàn thời gian,"Ngân Hàng & Dịch Vụ Tài Chính, Phân Tích & Báo Cáo Tài Chính, Tài Chính, Báo Cáo Tài Chính, Kiểm Toán, Phân Tích Hồ Sơ Tín Dụng, Quản Trị Rủi Ro, Thẩm Định, VPBank - Https://tuyendung.vpbank.com.vn/, Hồ Chí Minh, Hà Nội",Phân Tích & Báo Cáo Tài Chính,0,100
"Trợ Lý Giám Đốc Quan Hệ Khách Hàng, Khối KHDN – Hà Nội & HCM - CMB",VPBank - Https://tuyendung.vpbank.com.vn/,Thương lượng,"Hồ Chí Minh, Việt Nam, Hà Nội, Việt Nam, Khối Quản Trị Nguồn Nhân Lực - 89 Láng Hạ, Quận Đống Đa, Hà Nội",,2025-05-15,Hành Chính Văn Phòng,Ngân hàng,2.0,,,,Nhân viên,"Kinh Tế, Phát Triển Khách Hàng, Quản Lý Rủi Ro Tín Dụng, Quản Trị Kinh Doanh, Tài Chính Ngân Hàng",Bất kỳ,Không hiển thị,,,,"Hành Chính Văn Phòng, Thư Ký, Ngân hàng, Kinh Tế, Phát Triển Khách Hàng, Quản Lý Rủi Ro Tín Dụng, Quản Trị Kinh Doanh, Tài Chính Ngân Hàng, VPBank - Https://tuyendung.vpbank.com.vn/, Hồ Chí Minh, Hà Nội",Thư Ký,0,100
Trưởng Nhóm QC,Barett Smart Factory,22tr-35tr ₫/tháng,"Hưng Yên, Xuân Đào, Xuân Dục, Mỹ Hào, Hưng Yên",,2025-05-15,Sản Xuất,Sản xuất,5.0,Cử nhân,1,9:00 - 18:00,Nhân viên,"Kiểm Tra Chất Lượng, Lập Kế Hoạch, Phân Tích Dữ Liệu, Quality Control, Quản Lý Chất Lượng",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Sản xuất, Kiểm Tra Chất Lượng, Lập Kế Hoạch, Phân Tích Dữ Liệu, Quality Control, Quản Lý Chất Lượng, Barett Smart Factory, Hưng Yên",Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,0,100
Giám Đốc Phát Triển Truyền Thông Toàn Quốc,Navigos Search,Thương lượng,"Quận 1, Ho Chi Minh, Vietnam, HCMC",,2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Truyền thông/Báo chí/Quảng cáo,8.0,Cử nhân,1,,Giám Đốc và Cấp Cao Hơn,"Giao Tiếp Đa Văn Hóa, Lãnh Đạo, Mô Phỏng Phân Tích, Phân Tích Chiến Lược, Quản Lý Đội Nhóm",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Thương Mại, Truyền thông/Báo chí/Quảng cáo, Giao Tiếp Đa Văn Hóa, Lãnh Đạo, Mô Phỏng Phân Tích, Phân Tích Chiến Lược, Quản Lý Đội Nhóm, Navigos Search, Hồ Chí Minh",Tiếp Thị Thương Mại,35,45
Kỹ Sư Kết Cấu (Lương Từ 15-20 Triệu),Công Ty Cổ Phần Đầu Tư Và Phát Triển Công Nghệ Đại Học Xây Dựng,"$ 750-1,000 /tháng","Phòng 905, tầng 9, Nhà Thí Nghiệm, Số 55 Giải Phóng, Phường Đồng Tâm, Quận Hai Bà Trưng, Thành phố Hà Nội, Phòng 905, tầng 9, Nhà Thí Nghiệm, Số 55 Giải Phóng, P. Đồng Tâm, Q. Hai Bà Trưng, TP. Hà Nội","- Số lượng tuyển dụng: 02 – 03 người
+ 1 bạn có kinh nghiệm 2-3 năm
+ 2 bạn có kinh nghiệm từ 1 năm trở lên
- Nam/nữ, Tốt nghiệp đại học chuyên ngành xây dựng dân dụng và công nghiệp hoặc các chuyên ngành khác liên quan đã có kinh nghiệm thiết kế kết cấu;
- Biết sử dụng các phần mềm tính toán kết cấu, triển khai hồ sơ bản vẽ, lập thuyết minh tính toán;
- Nhanh nhẹn, chịu khó, có khả năng làm việc dưới áp lực;

Quyền lợi được hưởng:
- Mức lương: 15-20tr;
- Được làm việc trong môi trường trẻ trung, năng động và thoải mái về thời gian;
- Được đào tạọ chuyên sâu về thiết kế kết cấu BTCT và đặc biệt là kết cấu thép bằng phần mềm tính kết cấu hiện đại. Tính toán theo TCVN, EC, TC Hoa Kỳ…",2025-05-15,Kiến Trúc/Xây Dựng,Kiến trúc/Thiết kế nội thất,1.0,Cử nhân,Không hiển thị,,Nhân viên,"Kết Cấu Kiến Trúc, Xây Dựng, Thiết Kế Kết Cấu, Xây Dựng Dân Dụng, Triển Khai Bản Vẽ",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Thiết Kế Kiến Trúc/Họa Viên Kiến Trúc, Kiến trúc/Thiết kế nội thất, Kết Cấu Kiến Trúc, Xây Dựng, Thiết Kế Kết Cấu, Xây Dựng Dân Dụng, Triển Khai Bản Vẽ, Công Ty Cổ Phần Đầu Tư Và Phát Triển Công Nghệ Đại Học Xây Dựng, Hà Nội",Thiết Kế Kiến Trúc/Họa Viên Kiến Trúc,0,100
Giám Đốc/gđcc Quan Hệ Khách Hàng - Khối KHDN Lớn - HCM & HN - CIB,VPBank - Https://tuyendung.vpbank.com.vn/,Thương lượng,"Hà Nội, Việt Nam, Hồ Chí Minh, Việt Nam, Khối Quản Trị Nguồn Nhân Lực - 89 Láng Hạ, Quận Đống Đa, Hà Nội","1/ Kiền thức, chuyên môn có liên quan:
• Am hiểu các quy định của pháp luật về ngân hàng, tín dụng và doanh nghiệp; các chính sách, quy định, sản phẩm của ngân hàng cho KHDN LỚN;
• Có kiến thức tốt về thị trường, hoạt động kinh doanh của KHDN lớn cũng như những ngành nghề, lĩnh vực tài trợ chính của Khối KHDN lớn và đầu tư.
• Có kiến thức tốt về tài chính, thẩm định, quản trị rủi ro tín dụng.
2/ Các kỹ năng:
• Có kỹ năng bán hàng tốt và có danh sách khách hàng tiềm năng phù hợp;
• Có kỹ năng đàm phán và tạo dựng mối quan hệ tốt;
• Có kỹ năng tổ chức, quản lý tốt;
• Có kỹ năng giao tiếp, khả năng làm việc nhóm tốt;
• Tư duy sáng tạo và chịu áp lực cao trong công việc;
3/ Kinh nghiệm:
• Có tối thiểu 4 năm kinh nghiệm làm việc tại Đơn vị kinh doanh trực tiếp mảng Khách hàng doanh nghiệp
4/ Trình độ học vấn:
• Tốt nghiệp đại học trở lên thuộc các chuyên ngành kinh tế / tài chính ngân hàng / quản trị kinh doanh",2025-05-15,Ngân Hàng & Dịch Vụ Tài Chính,Tài Chính,4.0,Cử nhân,1,08:00 - 17:00,Giám Đốc và Cấp Cao Hơn,"Bán hàng, Kiểm Tra Thẩm Định, Phát Triển Khách Hàng, Quản Lý Rủi Ro Tín Dụng, Tài Chính",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 7,Toàn thời gian,"Ngân Hàng & Dịch Vụ Tài Chính, Quản Lý Quan Hệ Khách Hàng, Tài Chính, Bán hàng, Kiểm Tra Thẩm Định, Phát Triển Khách Hàng, Quản Lý Rủi Ro Tín Dụng, Tài Chính, VPBank - Https://tuyendung.vpbank.com.vn/, Hà Nội, Hồ Chí Minh",Quản Lý Quan Hệ Khách Hàng,0,100
